,ID,Date,Location ID,Location Description,Region,Country,Latitude,Longitude,Area Type,Junction Control,Accident Severity,Time of Day,Road Conditions,Junction Detail,Driver Age,Sex of Driver,Vehicle Type,Vehicle Propulsion,Number of Accidents,Number of Casualties,Number of Vehicles,Accidental Costs
383,439,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,2169.41
384,440,2017.May,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,1,2399.74
385,441,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1634.9
386,442,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,21-25,Male,Car,Petrol,1,2,2,1320.42
387,443,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,2,2,1409.65
388,444,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1497.97
389,445,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2730.21
390,446,2017.May,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1991.97
391,447,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2133.04
392,448,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2505.04
393,450,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,2107.98
394,451,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,913.35
395,452,2017.May,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,1,1047.9
396,453,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1166.17
397,454,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1007.34
398,455,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1657.34
399,456,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1051.81
400,457,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,748.48
401,459,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1058.65
402,460,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,874.62
403,461,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,754.4
404,462,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,716.13
405,463,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2102.3
406,465,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1846.49
407,466,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1680.74
408,467,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1740.02
409,469,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1471.68
410,470,2017.May,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1427.67
411,471,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,1,1918.31
412,472,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,1766.82
413,473,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2012.61
414,474,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1976.28
415,475,2017.May,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,3,2,2523.17
416,476,2017.May,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,3,2,2912.19
417,477,2017.May,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2913.86
418,478,2017.May,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2359.77
419,479,2017.May,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,2007.25
420,480,2017.May,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2367.69
421,481,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2588.52
422,483,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1968.53
423,484,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1763.25
424,485,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1907.41
425,486,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2067.43
426,487,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,2285.61
427,488,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,2417.82
428,489,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2620.8
429,490,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2043.35
430,491,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1649.76
431,492,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2325.51
432,493,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2943.38
433,494,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,2430.5
434,495,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2314.4
435,496,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2482.52
436,497,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2097.09
437,498,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Taxi,Heavy Oil,1,1,2,3006.75
438,499,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,2,1588.16
439,500,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,1788.96
440,501,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1644.47
441,502,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,2087.23
442,503,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1577.7
443,504,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1828.23
444,507,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,3,3035.2
445,508,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,2183.26
446,509,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,2,2,3372.22
447,511,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1127.15
448,512,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,1425.2
449,513,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,1,1470.41
450,514,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2002.88
451,515,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,3,4,2118.39
452,516,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,3,4,1842.95
453,517,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Van,Heavy Oil,1,3,4,419.38
454,518,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,3,4,322.56
455,519,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,342.46
456,520,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,352.9
457,521,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,2,400.97
458,522,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,512.7
459,524,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2578.78
460,525,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2001.35
461,526,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2995.86
462,527,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,9,2673.99
463,528,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,2,2050.79
464,530,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,2,2,2276.11
465,531,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,2,2,2371.1
466,532,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2687.61
467,533,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,2082.34
468,534,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,2,2,2682.98
469,535,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1365.91
470,536,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Small Town,Traffic Enforcer,Fatal,Early Morning,Icy,Private Residence,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1902.13
471,537,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1717.45
472,538,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Small Town,Traffic Enforcer,Serious,Early Morning,Icy,Roundabout,Over 56,Female,Motorcycle,Hybrid Electric,1,1,2,1961.13
473,539,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Traffic Light,Slight,Morning,Icy,T-junction,16-20,Female,Car,Heavy Oil,1,1,2,1547.43
474,541,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,2360.41
475,542,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2086.83
476,543,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,3086.28
477,544,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,36-45,Male,Car,Petrol,1,1,1,2129.06
478,545,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,2,1823.37
479,546,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,2717.29
480,547,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,2,975.97
481,550,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,16-20,Female,Van,Heavy Oil,1,1,1,1038.04
482,551,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1067.3
483,552,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Uncontrolled Junction,Slight,Afternoon,Dry Road,Not at junction,26-35,Male,Car,Petrol,1,1,3,1126.63
484,553,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Urban,Uncontrolled Junction,Slight,Afternoon,Wet Road,Not at junction,46-55,Male,Car,Petrol,1,1,3,765.33
485,554,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,957.96
486,558,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Rural,Stop Sign,Slight,Evening,Snow,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,754.76
487,559,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2386.37
488,560,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Urban,Traffic Light,Slight,Morning,Icy,T-junction,21-25,Female,Car,Heavy Oil,1,1,2,1918.8
489,561,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,1721.05
490,562,2017.Jun,UK04,Westminster,London,United Kingdom,51.497716,-0.135175,Urban,Uncontrolled Junction,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,1,1976.52
491,563,2017.Jun,UK05,Bradford,Yorkshire and the Humber,United Kingdom,53.795548,-1.758909,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,2,2137.75
492,564,2017.Jun,UK06,Liverpool,North West England,United Kingdom,53.408796,-2.985397,Urban,Traffic Light,Slight,Morning,Wet Road,T-junction,46-55,Male,Car,Petrol,1,1,2,1979.95
493,565,2017.Jun,UK01,Birmingham,West Midlands,United Kingdom,52.478609,-1.884923,Rural,Stop Sign,Serious,Evening,Icy,Crossroad,Over 56,Female,Bus,Heavy Oil,1,1,1,1955.43
494,566,2017.Jun,UK02,Leeds,Yorkshire and the Humber,United Kingdom,53.800676,-1.548242,Rural,Stop Sign,Slight,Evening,Icy,Crossroad,Over 56,Female,Taxi,Heavy Oil,1,1,4,1759.31
495,567,2017.Jun,UK03,Manchester,North West England,United Kingdom,53.481548,-2.245805,Small Town,Stop Sign,Serious,Evening,Icy,Roundabout,Over 56,Female,Motorcycle,Heavy Oil,1,1,4,2406.78
